Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,simulation_error,corrected_median,raw_error,corrected_error,RE,RE_corr
NZ_CP053893.1.region003,20374.0,2.8087268086777266,3.239015156022921,0.0,1.0,2.0,4.0,89.0,18539,20341,18506,sample_1,0_2GB,NZ_CP053893_1,region003,Genome3,0.1581769533158177,5984367,946588.93958372,59313468.23959494,9.911402198360316,0.03,3.79160926722042,-7.9114021983603156,-6.119792931139896,-0.7982122044920276,-0.6174497622699964
NZ_CP053893.1.region001,21541.0,2.6353001253423702,1.7688488535481024,0.0,1.0,2.0,4.0,14.0,19862,21538,19859,sample_1,0_2GB,NZ_CP053893_1,region001,Genome3,0.1581769533158177,5984367,946588.93958372,59313468.23959494,9.911402198360316,0.03,3.79160926722042,-7.9114021983603156,-6.119792931139896,-0.7982122044920276,-0.6174497622699964
NZ_CP020566.1.region001,21701.0,11.722639509700016,4.909069792824687,0.0,8.0,11.0,14.0,42.0,21693,21701,21693,sample_1,0_2GB,NZ_CP020566_1,region001,Genome2,0.2134665156213466,2071952,442292.3739746804,27714136.072516438,13.37585816298661,0.03,20.85385096971231,-2.37585816298661,7.477992806725698,-0.17762285858869484,0.5590663952626711
NZ_LT906470.1.region002,32244.0,10.873278749534798,5.4045363663606745,1.0,8.0,10.0,13.0,79.0,32244,32242,32242,sample_1,0_2GB,NZ_LT906470_1,region002,Genome5,0.2010783062201078,2041290,410459.1357040439,25719458.458853208,12.599610275293175,0.03,18.9580463361021,-2.599610275293175,6.358436060808925,-0.2063246575484007,0.5046533918019122
NZ_LT906470.1.region003,21755.0,10.090002298322224,4.069214623703117,0.0,8.0,10.0,12.0,53.0,21753,21739,21737,sample_1,0_2GB,NZ_LT906470_1,region003,Genome5,0.2010783062201078,2041290,410459.1357040439,25719458.458853208,12.599610275293175,0.03,18.9580463361021,-2.599610275293175,6.358436060808925,-0.2063246575484007,0.5046533918019122
NZ_LT906470.1.region001,26313.0,10.163911374605709,4.0156942145011145,1.0,8.0,10.0,12.0,42.0,26313,26313,26313,sample_1,0_2GB,NZ_LT906470_1,region001,Genome5,0.2010783062201078,2041290,410459.1357040439,25719458.458853208,12.599610275293175,0.03,18.9580463361021,-2.599610275293175,6.358436060808925,-0.2063246575484007,0.5046533918019122
NZ_LT906445.1.region001,21700.0,12.526129032258064,4.660530939212755,2.0,9.0,12.0,15.0,42.0,21700,21700,21700,sample_1,0_2GB,NZ_LT906445_1,region001,Genome4,0.2345342640234534,2132142,500060.354763494,31333890.27679612,14.695967846792623,0.03,22.74965560332252,-2.695967846792623,8.053687756529897,-0.18344949273831018,0.548020235243479
NC_014328.1.region003,20732.0,2.194867837159946,1.7234760470949797,0.0,1.0,2.0,3.0,13.0,18042,20725,18042,sample_3,0_1GB,NC_014328_1,region003,Genome1,0.196041361,4630065,907684.244118465,28560627.05248312,6.168515356152261,0.03,3.79160926722042,-4.168515356152261,-2.376906088931841,-0.6757728749097998,-0.3853287139118813
NC_014328.1.region005,21571.0,2.4435584812943305,4.333041068124282,0.0,1.0,2.0,3.0,91.0,18925,21570,18924,sample_3,0_1GB,NC_014328_1,region005,Genome1,0.196041361,4630065,907684.244118465,28560627.05248312,6.168515356152261,0.03,3.79160926722042,-4.168515356152261,-2.376906088931841,-0.6757728749097998,-0.3853287139118813
NC_014328.1.region004,22089.0,2.5545746751776903,4.556421513803838,0.0,1.0,2.0,3.0,91.0,19286,22066,19263,sample_3,0_1GB,NC_014328_1,region004,Genome1,0.196041361,4630065,907684.244118465,28560627.05248312,6.168515356152261,0.03,3.79160926722042,-4.168515356152261,-2.376906088931841,-0.6757728749097998,-0.3853287139118813
NC_014328.1.region002,19021.0,2.1107723042952524,1.6779889250343274,0.0,1.0,2.0,3.0,13.0,16353,19019,16351,sample_3,0_1GB,NC_014328_1,region002,Genome1,0.196041361,4630065,907684.244118465,28560627.05248312,6.168515356152261,0.03,3.79160926722042,-4.168515356152261,-2.376906088931841,-0.6757728749097998,-0.3853287139118813
NC_014328.1.region001,18132.0,2.378281491286124,1.909432003182138,0.0,1.0,2.0,3.0,78.0,16069,18086,16023,sample_3,0_1GB,NC_014328_1,region001,Genome1,0.196041361,4630065,907684.244118465,28560627.05248312,6.168515356152261,0.03,3.79160926722042,-4.168515356152261,-2.376906088931841,-0.6757728749097998,-0.3853287139118813
NZ_CP053893.1.region002,19846.0,7.52081023883906,15.839865232399282,0.0,1.0,2.0,4.0,127.0,15805,19844,15803,sample_3,0_1GB,NZ_CP053893_1,region002,Genome3,0.1518204647,5984367,908549.3788753448,28587848.84387312,4.777088177224612,0.03,3.79160926722042,-2.777088177224612,-0.9854789100041921,-0.5813349208132143,-0.2062928029469062
NZ_CP053893.1.region005,66020.0,1.2342623447440169,1.1722730336569054,0.0,0.0,1.0,2.0,11.0,45701,65902,45588,sample_3,0_1GB,NZ_CP053893_1,region005,Genome3,0.1518204647,5984367,908549.3788753448,28587848.84387312,4.777088177224612,0.03,1.89580463361021,-3.777088177224612,-2.881283543614402,-0.7906674604066072,-0.6031464014734531
NZ_CP053893.1.region004,19578.0,1.4441720298294003,1.2811273263283904,0.0,0.0,1.0,2.0,9.0,14412,19578,14412,sample_3,0_1GB,NZ_CP053893_1,region004,Genome3,0.1518204647,5984367,908549.3788753448,28587848.84387312,4.777088177224612,0.03,1.89580463361021,-3.777088177224612,-2.881283543614402,-0.7906674604066072,-0.6031464014734531
NZ_CP053893.1.region006,20740.0,1.5945515911282546,1.3082207209554644,0.0,1.0,1.0,2.0,9.0,16434,20740,16434,sample_3,0_1GB,NZ_CP053893_1,region006,Genome3,0.1518204647,5984367,908549.3788753448,28587848.84387312,4.777088177224612,0.03,1.89580463361021,-3.777088177224612,-2.881283543614402,-0.7906674604066072,-0.6031464014734531
NZ_CP053893.1.region003,20374.0,1.3702758417591048,1.6130730198315135,0.0,0.0,1.0,2.0,44.0,15091,20341,15067,sample_3,0_1GB,NZ_CP053893_1,region003,Genome3,0.1518204647,5984367,908549.3788753448,28587848.84387312,4.777088177224612,0.03,1.89580463361021,-3.777088177224612,-2.881283543614402,-0.7906674604066072,-0.6031464014734531
NZ_CP053893.1.region001,21541.0,1.1696764309920618,1.1927674460470004,0.0,0.0,1.0,2.0,10.0,14079,21538,14076,sample_3,0_1GB,NZ_CP053893_1,region001,Genome3,0.1518204647,5984367,908549.3788753448,28587848.84387312,4.777088177224612,0.03,1.89580463361021,-3.777088177224612,-2.881283543614402,-0.7906674604066072,-0.6031464014734531
NZ_CP020566.1.region001,21701.0,8.711211464909452,3.60554592177615,0.0,6.0,8.0,11.0,25.0,21692,21701,21692,sample_3,0_1GB,NZ_CP020566_1,region001,Genome2,0.3252943181,2071952,673994.2129759311,21207482.092005007,10.235508395949813,0.03,15.16643706888168,-2.2355083959498128,4.930928672931866,-0.21840716742847896,0.4817473135856186
NZ_LT906470.1.region002,32244.0,2.905067609477732,3.1590807734351625,0.0,1.0,2.0,4.0,43.0,28829,32242,28827,sample_3,0_1GB,NZ_LT906470_1,region002,Genome5,0.099161333,2041290,202417.03743957,6369128.419756455,3.1201487391583043,0.03,3.79160926722042,-1.1201487391583043,0.6714605280621155,-0.35900491700933373,0.21520144845506617
NZ_LT906470.1.region003,21755.0,2.7030108021144565,2.132679061084576,0.0,1.0,2.0,4.0,23.0,19899,21739,19883,sample_3,0_1GB,NZ_LT906470_1,region003,Genome5,0.099161333,2041290,202417.03743957,6369128.419756455,3.1201487391583043,0.03,3.79160926722042,-1.1201487391583043,0.6714605280621155,-0.35900491700933373,0.21520144845506617
NZ_LT906470.1.region001,26313.0,2.639607798426633,2.442166265827873,0.0,1.0,2.0,3.0,25.0,23563,26313,23563,sample_3,0_1GB,NZ_LT906470_1,region001,Genome5,0.099161333,2041290,202417.03743957,6369128.419756455,3.1201487391583043,0.03,3.79160926722042,-1.1201487391583043,0.6714605280621155,-0.35900491700933373,0.21520144845506617
NZ_LT906445.1.region001,21700.0,6.449907834101382,3.8099618732755567,0.0,4.0,6.0,8.0,25.0,21602,21700,21602,sample_3,0_1GB,NZ_LT906445_1,region001,Genome4,0.2276825232,2132142,485451.4703806944,15274913.591882316,7.164116457479058,0.03,11.37482780166126,-1.1641164574790581,4.210711344182202,-0.16249267643657103,0.587750264694034
NC_014328.1.region003,20732.0,2.7512540999421184,1.953072250515835,0.0,1.0,2.0,4.0,17.0,18859,20725,18852,sample_0,0_1GB,NC_014328_1,region003,Genome1,0.218619331978138,4630065,1012221.7173153574,30525717.43064332,6.592934965414809,0.03,3.79160926722042,-4.592934965414809,-2.8013256981943893,-0.69664496760675,-0.42489812395990134
NC_014328.1.region005,21571.0,2.9018589773306758,4.6527803635565865,0.0,1.0,2.0,4.0,105.0,19842,21570,19841,sample_0,0_1GB,NC_014328_1,region005,Genome1,0.218619331978138,4630065,1012221.7173153574,30525717.43064332,6.592934965414809,0.03,3.79160926722042,-4.592934965414809,-2.8013256981943893,-0.69664496760675,-0.42489812395990134
NC_014328.1.region004,22089.0,2.8795780705328444,4.605997763355044,0.0,1.0,2.0,4.0,105.0,20387,22066,20364,sample_0,0_1GB,NC_014328_1,region004,Genome1,0.218619331978138,4630065,1012221.7173153574,30525717.43064332,6.592934965414809,0.03,3.79160926722042,-4.592934965414809,-2.8013256981943893,-0.69664496760675,-0.42489812395990134
NC_014328.1.region002,19021.0,2.590189790231849,1.7737501992798224,0.0,1.0,2.0,4.0,14.0,17514,19019,17512,sample_0,0_1GB,NC_014328_1,region002,Genome1,0.218619331978138,4630065,1012221.7173153574,30525717.43064332,6.592934965414809,0.03,3.79160926722042,-4.592934965414809,-2.8013256981943893,-0.69664496760675,-0.42489812395990134
NC_014328.1.region001,18132.0,2.6015332009706595,2.2180023341409765,0.0,1.0,2.0,4.0,99.0,16273,18086,16232,sample_0,0_1GB,NC_014328_1,region001,Genome1,0.218619331978138,4630065,1012221.7173153574,30525717.43064332,6.592934965414809,0.03,3.79160926722042,-4.592934965414809,-2.8013256981943893,-0.69664496760675,-0.42489812395990134
NZ_CP053893.1.region002,19846.0,7.851960092713897,16.463632640931724,0.0,1.0,2.0,4.0,131.0,16156,19844,16156,sample_0,0_1GB,NZ_CP053893_1,region002,Genome3,0.1739126949826087,5984367,1040757.3927349892,31386271.94123267,5.244710416529045,0.03,3.79160926722042,-3.2447104165290446,-1.4531011493086248,-0.618663407288061,-0.2770603205715767
NZ_CP053893.1.region005,66020.0,1.4928506513177824,1.265672589744815,0.0,1.0,1.0,2.0,10.0,50176,65902,50063,sample_0,0_1GB,NZ_CP053893_1,region005,Genome3,0.1739126949826087,5984367,1040757.3927349892,31386271.94123267,5.244710416529045,0.03,1.89580463361021,-4.244710416529045,-3.348905782918835,-0.8093317036440305,-0.6385301602857884
NZ_CP053893.1.region004,19578.0,1.8198488098886505,1.4284739095252963,0.0,1.0,2.0,3.0,11.0,16092,19578,16092,sample_0,0_1GB,NZ_CP053893_1,region004,Genome3,0.1739126949826087,5984367,1040757.3927349892,31386271.94123267,5.244710416529045,0.03,3.79160926722042,-3.2447104165290446,-1.4531011493086248,-0.618663407288061,-0.2770603205715767
NZ_CP053893.1.region006,20740.0,1.9148505303760848,1.5416744205977633,0.0,1.0,2.0,3.0,10.0,17138,20740,17138,sample_0,0_1GB,NZ_CP053893_1,region006,Genome3,0.1739126949826087,5984367,1040757.3927349892,31386271.94123267,5.244710416529045,0.03,3.79160926722042,-3.2447104165290446,-1.4531011493086248,-0.618663407288061,-0.2770603205715767
NZ_CP053893.1.region003,20374.0,1.554775694512614,1.9909278647340476,0.0,0.0,1.0,2.0,54.0,14991,20341,14959,sample_0,0_1GB,NZ_CP053893_1,region003,Genome3,0.1739126949826087,5984367,1040757.3927349892,31386271.94123267,5.244710416529045,0.03,1.89580463361021,-4.244710416529045,-3.348905782918835,-0.8093317036440305,-0.6385301602857884
NZ_CP053893.1.region001,21541.0,1.484657165405506,1.21060347745549,0.0,1.0,1.0,2.0,8.0,16812,21538,16809,sample_0,0_1GB,NZ_CP053893_1,region001,Genome3,0.1739126949826087,5984367,1040757.3927349892,31386271.94123267,5.244710416529045,0.03,1.89580463361021,-4.244710416529045,-3.348905782918835,-0.8093317036440305,-0.6385301602857884
NZ_CP020566.1.region001,21701.0,8.126169300953872,3.2594036126755017,0.0,6.0,8.0,10.0,22.0,21697,21701,21697,sample_0,0_1GB,NZ_CP020566_1,region001,Genome2,0.3259798834674019,2071952,675414.6715100503,20368578.40366133,9.830622718895674,0.03,15.16643706888168,-1.8306227188956736,5.335814349986006,-0.18621635386098076,0.542774807106564
NZ_LT906470.1.region002,32244.0,3.8756357771988585,2.6022095556333213,0.0,2.0,3.0,5.0,27.0,31346,32242,31344,sample_0,0_1GB,NZ_LT906470_1,region002,Genome5,0.1387160781861283,2041290,283159.74324056186,8539289.52721924,4.183280928833845,0.03,5.68741390083063,-1.1832809288338453,1.5041329719967846,-0.28285954229798843,0.3595582026608204
NZ_LT906470.1.region003,21755.0,3.49179498965755,2.2540381403406915,0.0,2.0,3.0,5.0,21.0,20891,21739,20875,sample_0,0_1GB,NZ_LT906470_1,region003,Genome5,0.1387160781861283,2041290,283159.74324056186,8539289.52721924,4.183280928833845,0.03,5.68741390083063,-1.1832809288338453,1.5041329719967846,-0.28285954229798843,0.3595582026608204
NZ_LT906470.1.region001,26313.0,3.6196936875308783,2.321764993518795,0.0,2.0,3.0,5.0,22.0,25273,26313,25273,sample_0,0_1GB,NZ_LT906470_1,region001,Genome5,0.1387160781861283,2041290,283159.74324056186,8539289.52721924,4.183280928833845,0.03,5.68741390083063,-1.1832809288338453,1.5041329719967846,-0.28285954229798843,0.3595582026608204
NZ_LT906445.1.region001,21700.0,4.270230414746544,3.219967491597045,0.0,2.0,4.0,5.0,22.0,21103,21700,21103,sample_0,0_1GB,NZ_LT906445_1,region001,Genome4,0.1427720113857227,2132142,304410.2018999776,9180142.697243446,4.305596295764281,0.03,7.58321853444084,-0.30559629576428105,3.2776222386765586,-0.07097653258038096,0.7612469942667377
NC_014328.1.region003,20732.0,3.837931699787768,2.223981302199988,0.0,2.0,4.0,5.0,17.0,20102,20725,20095,sample_2,0_1GB,NC_014328_1,region003,Genome1,0.3046749703,4630065,1410664.9163620695,39285158.6125939,8.484796350071521,0.03,7.58321853444084,-4.484796350071521,-0.9015778156306817,-0.5285685318815834,-0.10625803831144186
NC_014328.1.region005,21571.0,3.794121737517964,6.372819450854317,0.0,2.0,3.0,5.0,137.0,20558,21570,20557,sample_2,0_1GB,NC_014328_1,region005,Genome1,0.3046749703,4630065,1410664.9163620695,39285158.6125939,8.484796350071521,0.03,5.68741390083063,-5.484796350071521,-2.7973824492408914,-0.6464263989111876,-0.3296935287335814
NC_014328.1.region004,22089.0,3.6563900584001088,6.604548827764302,0.0,2.0,3.0,4.0,137.0,20774,22066,20751,sample_2,0_1GB,NC_014328_1,region004,Genome1,0.3046749703,4630065,1410664.9163620695,39285158.6125939,8.484796350071521,0.03,5.68741390083063,-5.484796350071521,-2.7973824492408914,-0.6464263989111876,-0.3296935287335814
NC_014328.1.region002,19021.0,3.621208138373377,2.226924015265905,0.0,2.0,3.0,5.0,17.0,18207,19019,18205,sample_2,0_1GB,NC_014328_1,region002,Genome1,0.3046749703,4630065,1410664.9163620695,39285158.6125939,8.484796350071521,0.03,5.68741390083063,-5.484796350071521,-2.7973824492408914,-0.6464263989111876,-0.3296935287335814
NC_014328.1.region001,18132.0,3.536234281932495,2.694194442713804,0.0,2.0,3.0,5.0,115.0,17383,18086,17337,sample_2,0_1GB,NC_014328_1,region001,Genome1,0.3046749703,4630065,1410664.9163620695,39285158.6125939,8.484796350071521,0.03,5.68741390083063,-5.484796350071521,-2.7973824492408914,-0.6464263989111876,-0.3296935287335814
NZ_CP053893.1.region002,19846.0,8.441953038395646,17.178391492970633,0.0,1.0,2.0,4.0,131.0,16062,19844,16060,sample_2,0_1GB,NZ_CP053893_1,region002,Genome3,0.187829421,5984367,1124040.1886615069,31303037.728035044,5.230801808785297,0.03,3.79160926722042,-3.230801808785297,-1.4391925415648772,-0.6176494401602185,-0.2751380369922844
NZ_CP053893.1.region005,66020.0,1.6667979400181765,1.3578792968461,0.0,1.0,1.0,2.0,11.0,52580,65902,52462,sample_2,0_1GB,NZ_CP053893_1,region005,Genome3,0.187829421,5984367,1124040.1886615069,31303037.728035044,5.230801808785297,0.03,1.89580463361021,-4.230801808785297,-3.3349971751750873,-0.8088247200801093,-0.6375690184961422
NZ_CP053893.1.region004,19578.0,1.8109612830728368,1.4587230364975452,0.0,1.0,2.0,3.0,12.0,16024,19578,16024,sample_2,0_1GB,NZ_CP053893_1,region004,Genome3,0.187829421,5984367,1124040.1886615069,31303037.728035044,5.230801808785297,0.03,3.79160926722042,-3.230801808785297,-1.4391925415648772,-0.6176494401602185,-0.2751380369922844
NZ_CP053893.1.region006,20740.0,1.9069913211186116,1.4824558049982035,0.0,1.0,2.0,3.0,9.0,17116,20740,17116,sample_2,0_1GB,NZ_CP053893_1,region006,Genome3,0.187829421,5984367,1124040.1886615069,31303037.728035044,5.230801808785297,0.03,3.79160926722042,-3.230801808785297,-1.4391925415648772,-0.6176494401602185,-0.2751380369922844
NZ_CP053893.1.region003,20374.0,1.5691567684303525,1.9104794371662024,0.0,1.0,1.0,2.0,64.0,15830,20341,15797,sample_2,0_1GB,NZ_CP053893_1,region003,Genome3,0.187829421,5984367,1124040.1886615069,31303037.728035044,5.230801808785297,0.03,1.89580463361021,-4.230801808785297,-3.3349971751750873,-0.8088247200801093,-0.6375690184961422
NZ_CP053893.1.region001,21541.0,1.5003945963511442,1.244509700227881,0.0,1.0,1.0,2.0,9.0,16477,21538,16474,sample_2,0_1GB,NZ_CP053893_1,region001,Genome3,0.187829421,5984367,1124040.1886615069,31303037.728035044,5.230801808785297,0.03,1.89580463361021,-4.230801808785297,-3.3349971751750873,-0.8088247200801093,-0.6375690184961422
NZ_CP020566.1.region001,21701.0,6.117460024883646,2.769714374105717,0.0,4.0,6.0,8.0,24.0,21641,21701,21641,sample_2,0_1GB,NZ_CP020566_1,region001,Genome2,0.2220722844,2071952,460123.1138071488,12813822.260392088,6.184420421125629,0.03,11.37482780166126,-0.18442042112562884,5.190407380535631,-0.02982016237053664,0.8392714316131378
NZ_LT906470.1.region002,32244.0,3.7020220816275895,2.42429670877036,0.0,2.0,3.0,5.0,33.0,31116,32242,31114,sample_2,0_1GB,NZ_LT906470_1,region002,Genome5,0.138214488,2041290,282135.85220952,7857111.618635819,3.849091319036403,0.03,5.68741390083063,-0.8490913190364031,1.8383225817942268,-0.22059526487123407,0.4775991083148528
NZ_LT906470.1.region003,21755.0,3.7971960468857735,2.3467189185683344,0.0,2.0,3.0,5.0,24.0,21178,21739,21162,sample_2,0_1GB,NZ_LT906470_1,region003,Genome5,0.138214488,2041290,282135.85220952,7857111.618635819,3.849091319036403,0.03,5.68741390083063,-0.8490913190364031,1.8383225817942268,-0.22059526487123407,0.4775991083148528
NZ_LT906470.1.region001,26313.0,3.655265458138562,2.1834732013101927,0.0,2.0,3.0,5.0,20.0,25556,26313,25556,sample_2,0_1GB,NZ_LT906470_1,region001,Genome5,0.138214488,2041290,282135.85220952,7857111.618635819,3.849091319036403,0.03,5.68741390083063,-0.8490913190364031,1.8383225817942268,-0.22059526487123407,0.4775991083148528
NZ_LT906445.1.region001,21700.0,4.390092165898618,2.9423299266540344,0.0,2.0,4.0,6.0,24.0,21188,21700,21188,sample_2,0_1GB,NZ_LT906445_1,region001,Genome4,0.1472088363,2132142,313870.1426463546,8740869.78034315,4.099572064310515,0.03,7.58321853444084,-0.09957206431051535,3.4836464701303242,-0.024288404435515595,0.8497585639383607
NC_014328.1.region003,20732.0,3.0690719660428325,1.971886349328291,0.0,2.0,3.0,4.0,18.0,19553,20725,19546,sample_4,0_1GB,NC_014328_1,region003,Genome1,0.2514535408748546,4630065,1164246.2387307335,34701778.837171346,7.4948794103692595,0.03,5.68741390083063,-4.4948794103692595,-1.8074655095386296,-0.5997267153025221,-0.24116005216014264
NC_014328.1.region005,21571.0,3.0508553150062583,5.748222243249103,0.0,1.0,2.0,4.0,140.0,20038,21570,20037,sample_4,0_1GB,NC_014328_1,region005,Genome1,0.2514535408748546,4630065,1164246.2387307335,34701778.837171346,7.4948794103692595,0.03,3.79160926722042,-5.4948794103692595,-3.7032701431488397,-0.7331511435350148,-0.4941067014400951
NC_014328.1.region004,22089.0,3.3341029471682737,5.9605743201849135,0.0,2.0,3.0,4.0,140.0,20932,22066,20909,sample_4,0_1GB,NC_014328_1,region004,Genome1,0.2514535408748546,4630065,1164246.2387307335,34701778.837171346,7.4948794103692595,0.03,5.68741390083063,-4.4948794103692595,-1.8074655095386296,-0.5997267153025221,-0.24116005216014264
NC_014328.1.region002,19021.0,3.068660953682772,1.8983407553084504,0.0,2.0,3.0,4.0,14.0,18030,19019,18028,sample_4,0_1GB,NC_014328_1,region002,Genome1,0.2514535408748546,4630065,1164246.2387307335,34701778.837171346,7.4948794103692595,0.03,5.68741390083063,-4.4948794103692595,-1.8074655095386296,-0.5997267153025221,-0.24116005216014264
NC_014328.1.region001,18132.0,3.0732406794617253,2.334603670204463,0.0,2.0,3.0,4.0,108.0,17092,18086,17046,sample_4,0_1GB,NC_014328_1,region001,Genome1,0.2514535408748546,4630065,1164246.2387307335,34701778.837171346,7.4948794103692595,0.03,5.68741390083063,-4.4948794103692595,-1.8074655095386296,-0.5997267153025221,-0.24116005216014264
NZ_CP053893.1.region002,19846.0,7.749874030031241,16.6752636552938,0.0,1.0,2.0,3.0,134.0,15955,19844,15953,sample_4,0_1GB,NZ_CP053893_1,region002,Genome3,0.1620064994837993,5984367,969506.3492963656,28897318.96509648,4.828801269223041,0.03,3.79160926722042,-2.8288012692230406,-1.0371920020026208,-0.5858185316618337,-0.2147928531690239
NZ_CP053893.1.region005,66020.0,1.3738261132990004,1.2076665504833903,0.0,0.0,1.0,2.0,11.0,49103,65902,49006,sample_4,0_1GB,NZ_CP053893_1,region005,Genome3,0.1620064994837993,5984367,969506.3492963656,28897318.96509648,4.828801269223041,0.03,1.89580463361021,-3.8288012692230406,-2.932996635612831,-0.7929092658309168,-0.607396426584512
NZ_CP053893.1.region004,19578.0,1.3438042700990909,1.3148021824492322,0.0,0.0,1.0,2.0,12.0,13697,19578,13697,sample_4,0_1GB,NZ_CP053893_1,region004,Genome3,0.1620064994837993,5984367,969506.3492963656,28897318.96509648,4.828801269223041,0.03,1.89580463361021,-3.8288012692230406,-2.932996635612831,-0.7929092658309168,-0.607396426584512
NZ_CP053893.1.region006,20740.0,1.8821118611378975,1.5033396369928078,0.0,1.0,2.0,3.0,12.0,17022,20740,17022,sample_4,0_1GB,NZ_CP053893_1,region006,Genome3,0.1620064994837993,5984367,969506.3492963656,28897318.96509648,4.828801269223041,0.03,3.79160926722042,-2.8288012692230406,-1.0371920020026208,-0.5858185316618337,-0.2147928531690239
NZ_CP053893.1.region003,20374.0,1.5430941395896731,1.8063037378078448,0.0,1.0,1.0,2.0,42.0,15556,20341,15525,sample_4,0_1GB,NZ_CP053893_1,region003,Genome3,0.1620064994837993,5984367,969506.3492963656,28897318.96509648,4.828801269223041,0.03,1.89580463361021,-3.8288012692230406,-2.932996635612831,-0.7929092658309168,-0.607396426584512
NZ_CP053893.1.region001,21541.0,1.2654008634696623,1.159509214516593,0.0,0.0,1.0,2.0,8.0,15031,21538,15028,sample_4,0_1GB,NZ_CP053893_1,region001,Genome3,0.1620064994837993,5984367,969506.3492963656,28897318.96509648,4.828801269223041,0.03,1.89580463361021,-3.8288012692230406,-2.932996635612831,-0.7929092658309168,-0.607396426584512
NZ_CP020566.1.region001,21701.0,6.982028477950325,3.227781129309592,0.0,5.0,7.0,9.0,25.0,21659,21701,21659,sample_4,0_1GB,NZ_CP020566_1,region001,Genome2,0.2547685698745231,2071952,527868.247888658,15733756.815368952,7.593687892079041,0.03,13.27063243527147,-0.5936878920790409,5.676944543192429,-0.07818176102527409,0.7475872887946892
NZ_LT906470.1.region002,32244.0,4.020437910929165,2.8723503283967315,0.0,2.0,4.0,5.0,38.0,31149,32242,31147,sample_4,0_1GB,NZ_LT906470_1,region002,Genome5,0.1540974178845902,2041290,314557.5181536351,9375770.402691878,4.593061447756996,0.03,7.58321853444084,-0.5930614477569964,2.990157086683843,-0.1291211655891553,0.6510161295891381
NZ_LT906470.1.region003,21755.0,3.843392323603769,2.347230206184635,0.0,2.0,4.0,5.0,25.0,21268,21739,21252,sample_4,0_1GB,NZ_LT906470_1,region003,Genome5,0.1540974178845902,2041290,314557.5181536351,9375770.402691878,4.593061447756996,0.03,7.58321853444084,-0.5930614477569964,2.990157086683843,-0.1291211655891553,0.6510161295891381
NZ_LT906470.1.region001,26313.0,4.090943640025842,2.429856443531945,0.0,2.0,4.0,5.0,28.0,25695,26313,25695,sample_4,0_1GB,NZ_LT906470_1,region001,Genome5,0.1540974178845902,2041290,314557.5181536351,9375770.402691878,4.593061447756996,0.03,7.58321853444084,-0.5930614477569964,2.990157086683843,-0.1291211655891553,0.6510161295891381
NZ_LT906445.1.region001,21700.0,4.884884792626728,3.157789095930777,0.0,3.0,4.0,6.0,25.0,21426,21700,21426,sample_4,0_1GB,NZ_LT906445_1,region001,Genome4,0.1776739718822325,2132142,378826.1377569269,11291374.979671352,5.295789389107926,0.03,7.58321853444084,-1.2957893891079264,2.287429145332913,-0.24468295355042463,0.4319335565038831
NC_014328.1.region003,20732.0,2.302479259116342,1.6677667057676755,0.0,1.0,2.0,3.0,12.0,18249,20725,18242,sample_1,0_1GB,NC_014328_1,region003,Genome1,0.1927439608192744,4630065,892417.0669506937,25600299.298122708,5.52914468762808,0.03,3.79160926722042,-3.5291446876280803,-1.7375354204076605,-0.6382804008592566,-0.314250307881351
NC_014328.1.region005,21571.0,2.314589031570164,4.343071680212094,0.0,1.0,2.0,3.0,102.0,18448,21570,18447,sample_1,0_1GB,NC_014328_1,region005,Genome1,0.1927439608192744,4630065,892417.0669506937,25600299.298122708,5.52914468762808,0.03,3.79160926722042,-3.5291446876280803,-1.7375354204076605,-0.6382804008592566,-0.314250307881351
NC_014328.1.region004,22089.0,2.386708316356557,4.215291929872181,0.0,1.0,2.0,3.0,102.0,19197,22066,19174,sample_1,0_1GB,NC_014328_1,region004,Genome1,0.1927439608192744,4630065,892417.0669506937,25600299.298122708,5.52914468762808,0.03,3.79160926722042,-3.5291446876280803,-1.7375354204076605,-0.6382804008592566,-0.314250307881351
NC_014328.1.region002,19021.0,2.2240155617475423,1.4854440911096918,0.0,1.0,2.0,3.0,12.0,17042,19019,17040,sample_1,0_1GB,NC_014328_1,region002,Genome1,0.1927439608192744,4630065,892417.0669506937,25600299.298122708,5.52914468762808,0.03,3.79160926722042,-3.5291446876280803,-1.7375354204076605,-0.6382804008592566,-0.314250307881351
NC_014328.1.region001,18132.0,2.303165673946613,2.027559529183605,0.0,1.0,2.0,3.0,84.0,15729,18086,15683,sample_1,0_1GB,NC_014328_1,region001,Genome1,0.1927439608192744,4630065,892417.0669506937,25600299.298122708,5.52914468762808,0.03,3.79160926722042,-3.5291446876280803,-1.7375354204076605,-0.6382804008592566,-0.314250307881351
NZ_CP053893.1.region002,19846.0,9.756172528469213,18.23178654874776,0.0,1.0,2.0,5.0,133.0,17245,19844,17243,sample_1,0_1GB,NZ_CP053893_1,region002,Genome3,0.2345342640234534,5984367,1403539.1099912417,40262588.67411571,6.72796114845826,0.03,3.79160926722042,-4.72796114845826,-2.9363518812378406,-0.7027331228780493,-0.43644007693336895
